filename,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,label
Signal,-431.6854553222656,105.7209701538086,64.29326629638672,34.594993591308594,17.982540130615234,12.899103164672852,5.11544132232666,3.8462367057800293,-0.10485953092575073,-1.4702701568603516,-2.678157329559326,-3.878889799118042,-2.2625720500946045,-2.983525037765503,-2.842254161834717,-2.762836456298828,-1.91650390625,-1.4194228649139404,-1.2186388969421387,-0.6780841946601868,-0.6382627487182617,-0.9477384686470032,-2.636826992034912,-3.0488719940185547,-1.9179245233535767,-0.5557742714881897,-2.3622143268585205,-4.752561092376709,-7.313359260559082,-9.958727836608887,-9.825404167175293,-8.505579948425293,-6.753384590148926,-4.5908732414245605,-2.4338955879211426,-2.3392856121063232,-2.373037099838257,-2.3873291015625,-2.0087788105010986,-1.4724500179290771
